"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-25","12.08",,,"0.45","0.0",,"47","48","44","  320","  320","21.9","30.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-26","13.65",,,"0.00","0.0",,"50","60","44","  280","  280","28.0","38.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-27","6.93",,,"0.00","0.0",,"57","75","40","  310","  300","21.0","33.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-28","5.14",,,"0.01","0.0",,"59","73","42","  220","  220","16.1","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-29","6.26",,,"0.99","0.0",,"64","81","58","  300","  310","35.1","46.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-30","4.92",,,"0.03","0.0",,"75","92","63","  260","  260","16.1","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-05-31","5.82",,,"0.00","0.0",,"80","95","65","  190","  190","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-01","10.51",,,"0.00","0.0",,"79","92","66","  190","  160","21.9","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-02","10.96",,,"0.31","0.0",,"77","87","68","  170","  200","21.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-03","4.92",,,"1.13","0.0",,"71","81","59","  310","  290","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-04","11.18",,,"0.00","0.0",,"63","72","52","  290","  320","21.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-05","5.59",,,"0.00","0.0",,"64","76","50","  200","  200","15.0","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-06","6.26",,,"0.12","0.0",,"62","72","50","  160","  180","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-07","7.83",,,"2.53","0.0",,"58","59","54","   10","   20","18.1","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-08","8.95",,,"0.50","0.0",,"63","78","52","  360","   20","18.1","25.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-09","4.47",,,"0.00","0.0",,"69","81","56","  290","  320","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-10","4.03",,,"0.99","0.0",,"64","71","55","   90","  100","13.0","15.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-11","5.82",,,"0.93","0.0",,"62","70","58","  280","  270","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-12","11.63",,,"0.00","0.0",,"66","73","54","  310","  310","29.1","38.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-13","7.38",,,"1.48","0.0",,"58","59","51","   10","   10","18.1","28.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-14","7.16",,,"0.57","0.0",,"59","75","51","   10","  360","18.1","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-15","5.59",,,"0.00","0.0",,"67","80","51","  300","  300","18.1","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-16","6.26",,,"0.00","0.0",,"66","78","52","  200","  200","15.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-17","6.49",,,"0.07","0.0",,"73","87","60","  310","  330","30.0","42.9",,,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-18","5.59",,,"0.39","0.0",,"67","81","57","  360","  360","23.9","31.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-19","5.59",,,"0.00","0.0",,"65","77","54","  350","   10","15.0","23.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-20","5.59",,,"0.00","0.0",,"65","81","48","  190","  240","15.0","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-21","7.61",,,"0.00","0.0",,"71","85","58","  210","  170","14.1","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-22","9.40",,,"0.00","0.0",,"74","85","62","  210","  190","17.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-23","9.84",,,"0.00","0.0",,"76","91","64","  200","  180","21.0","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-24","6.71",,,"0.05","0.0",,"81","94","70","  300","  290","21.9","28.0",,,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-25","5.82",,,"0.01","0.0",,"78","92","67","  250","  260","36.9","46.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-26","4.70",,,"0.00","0.0",,"77","87","70","  260","  260","17.0","21.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-27","4.92",,,"1.54","0.0",,"74","83","67","  100","  120","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-28","10.51",,,"0.17","0.0",,"75","83","70","  190","  200","21.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-29","9.84",,,"0.00","0.0",,"76","85","70","  170","  200","19.9","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-06-30","8.72",,,"0.00","0.0",,"77","87","71","  170","  160","18.1","23.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-01","7.16",,,"1.28","0.0",,"74","79","72","  170","  160","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-02","9.84",,,"0.01","0.0",,"77","86","73","  180","  190","18.1","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-03","8.50",,,"0.00","0.0",,"79","88","73","  230","  230","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-04","8.72",,,"0.00","0.0",,"81","91","72","  240","  240","16.1","21.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-05","8.05",,,"0.00","0.0",,"83","93","73","  230","  220","16.1","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-06","5.82",,,"0.00","0.0",,"84","93","75","  270","  270","14.1","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-07","4.03",,,"0.02","0.0",,"82","94","73","  270","  280","14.1","19.9",,,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-08","5.14",,,"0.85","0.0",,"80","90","71","  340","  340","16.1","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-09","3.36",,,"0.00","0.0",,"75","84","69","  150","  210","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-10","7.16",,,"0.35","0.0",,"77","87","73","  220","  200","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-11","4.25",,,"0.09","0.0",,"77","86","70","  180",,"8.9",,,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-12","8.28",,,"0.00","0.0",,"74","83","68","   40","   90","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-13","4.25",,,"0.06","0.0",,"71","80","66","  360","  360","6.9","10.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-14","4.25",,,"0.00","0.0",,"80","92","72","  330","  300","13.0","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-15","5.37",,,"0.00","0.0",,"83","94","73","  300","  330","15.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-16","4.70",,,"0.00","0.0",,"83","94","70","   30","   30","14.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-17","4.70",,,"0.00","0.0",,"83","95","70","  260","  240","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-18","5.14",,,"0.00","0.0",,"86","96","75","  270","  310","10.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-19","9.17",,,"0.00","0.0",,"87","97","76","  230","  230","21.9","29.1",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-20","7.16",,,"0.16","0.0",,"85","94","69","  310","  270","19.9","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-21","3.13",,,"0.00","0.0",,"77","87","67","  240","   90","13.0","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-22","5.14",,,"0.07","0.0",,"76","87","66","  140","  150","14.1","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-23","5.82",,,"0.96","0.0",,"77","89","72","  290","  300","21.0","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-24","6.49",,,"0.00","0.0",,"76","82","63","  360","   10","17.0","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-25","8.28",,,"0.09","0.0",,"63","67","58","   10","   10","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-26","5.82",,,"0.25","0.0",,"66","77","62","  360","  340","15.0","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-27","4.70",,,"0.00","0.0",,"71","85","58","  160","  170","15.0","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-28","4.25",,,"0.00","0.0",,"72","81","62","  190",,"13.0",,"    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-29","4.92",,,"0.00","0.0",,"76","88","66","  240","  250","18.1","28.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-30","5.82",,,"0.00","0.0",,"72","82","59","  300","  290","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-07-31","4.70",,,"0.00","0.0",,"71","83","60","  240","  210","8.9","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-01","5.59",,,"0.52","0.0",,"69","81","59","  170","  180","18.1","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-02","5.59",,,"0.38","0.0",,"72","84","64","  260","  250","18.1","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-03","6.26",,,"0.22","0.0",,"71","81","63","  280","  280","17.0","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-04","5.37",,,"0.13","0.0",,"68","80","56","  280","  290","32.0","40.0",,,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-05","6.49",,,"0.00","0.0",,"66","77","53","  300","  310","18.1","23.9",,,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-06","4.70",,,"0.00","0.0",,"65","81","51","  150","  240","14.1","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-07","7.16",,,"0.00","0.0",,"68","80","56","  150","  160","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-08","9.84",,,"0.02","0.0",,"73","85","69","  180","  180","16.1","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-09","8.72",,,"3.79","0.0",,"75","80","72","  190","  200","21.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-10","7.83",,,"0.00","0.0",,"75","84","61","  260","  290","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-11","3.58",,,"0.00","0.0",,"68","81","53","  270","  250","14.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-12","3.58",,,"0.00","0.0",,"71","83","61","  200","  220","12.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-13","6.49",,,"0.25","0.0",,"71","76","65","  270","  280","18.1","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-14","9.84",,,"0.00","0.0",,"67","75","55","  290","  290","23.0","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-15","5.82",,,"0.00","0.0",,"65","78","54","  260",,"12.1",,,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-16","1.34",,,"0.00","0.0",,"66","79","52","  210","  210","10.1","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-17","2.01",,,"0.00","0.0",,"68","83","55","  350",,"6.0",,,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-18","3.13",,,"0.00","0.0",,"68","78","59","  180","  180","8.9","10.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-19","4.70",,,"0.00","0.0",,"70","80","60","  300",,"12.1",,,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-20","3.80",,,"0.00","0.0",,"73","87","59","  290","  290","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-21","4.03",,,"0.00","0.0",,"74","88","60","  280","  280","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-22","6.26",,,"0.08","0.0",,"74","83","63","  210","  200","17.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-23","7.38",,,"0.00","0.0",,"73","82","61","   10","   10","18.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-24","5.14",,,"0.00","0.0",,"67","78","53","  360",,"12.1",,,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-25","4.03",,,"0.00","0.0",,"67","83","51","  270","  280","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-26","6.71",,,"0.90","0.0",,"70","77","66","  200",,"12.1",,"    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-27","4.70",,,"0.36","0.0",,"74","86","69","  330","  330","12.1","17.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-28","3.80",,,"0.00","0.0",,"74","87","65","  140","  140","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-29","6.49",,,"0.01","0.0",,"72","77","66","   20","   30","18.1","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-30","6.49",,,"0.00","0.0",,"71","85","64","  210","  210","12.1","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-08-31","7.61",,,"0.22","0.0",,"75","79","71","  240","  240","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-01","3.80",,,"0.39","0.0",,"74","81","69","  310","  300","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-02","5.37",,,"1.01","0.0",,"74","78","70","  260","  260","16.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-03","3.80",,,"0.00","0.0",,"72","78","60","  340","  330","13.0","16.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-04","6.26",,,"0.00","0.0",,"69","81","57","  270","  290","16.1","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-05","6.49",,,"0.01","0.0",,"67","76","52","   10","  360","21.0","25.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-06","4.25",,,"0.00","0.0",,"57","70","45","  290","  260","10.1","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-07","4.92",,,"0.00","0.0",,"61","79","47","  200","  200","12.1","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-08","7.61",,,"0.00","0.0",,"69","78","49","  330","  330","21.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-09","5.59",,,"0.00","0.0",,"58","72","43","  180","  190","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-10","8.72",,,"0.01","0.0",,"67","80","59","  180","  180","23.9","31.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-11","7.16",,,"0.00","0.0",,"79","95","68","  300","  300","28.0","36.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-12","6.49",,,"0.77","0.0",,"78","87","68","  260","  260","29.1","38.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-13","6.26",,,"0.06","0.0",,"70","77","58","   30","  310","18.1","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-14","7.61",,,"0.00","0.0",,"60","67","51","  280","  300","16.1","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-15","4.03",,,"0.00","0.0",,"57","71","44","  210","  210","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-16","6.26",,,"0.01","0.0",,"61","71","45","   10","   10","18.1","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-17","5.82",,,"0.00","0.0",,"52","64","40","   30","   20","17.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-18","2.46",,,"0.00","0.0",,"54","73","37","  190","  200","10.1","13.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-19","2.01",,,"0.00","0.0",,"60","78","43","  200","  200","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-20","3.80",,,"0.00","0.0",,"62","80","45","  170","  180","12.1","14.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-21","10.51",,,"0.03","0.0",,"64","74","55","  180","  170","21.9","30.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-22","8.50",,,"1.29","0.0",,"66","71","51","  240","  240","21.9","30.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-23","7.83",,,"0.00","0.0",,"54","64","44","  360","  340","17.0","25.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-24","6.26",,,"0.00","0.0",,"54","70","42","  290","  300","17.0","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-25","2.91",,,"0.00","0.0",,"56","72","41","   50","   80","8.1","12.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-26","4.92",,,"0.00","0.0",,"60","67","48","   30","   10","14.1","21.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-27","5.14",,,"0.00","0.0",,"56","64","49","   10","   10","12.1","15.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-28","2.68",,,"0.00","0.0",,"58","75","46","   30","  350","10.1","13.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-29","2.01",,,"0.00","0.0",,"57","72","46","  140","  150","8.1","12.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-09-30","2.24",,,"0.00","0.0",,"56","73","43","   40","   60","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-01","2.24",,,"0.00","0.0",,"59","79","43","  300","  300","13.0","15.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-02","5.37",,,"0.00","0.0",,"66","81","52","  290","  290","17.0","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-03","3.80",,,"0.00","0.0",,"64","78","50","  270","  260","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-04","3.36",,,"0.02","0.0",,"58","68","50","   10","   10","12.1","14.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-05","2.01",,,"0.28","0.0",,"63","73","58","   90","  120","6.9","8.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-06","4.47",,,"1.18","0.0",,"62","64","56","  100","  100","14.1","17.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-07","8.50",,,"0.49","0.0",,"63","77","56","  180","  180","32.0","45.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-08","6.04",,,"0.00","0.0",,"59","68","45","  320","  320","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-09","6.49",,,"0.00","0.0",,"52","65","41","   30","   20","16.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2013-10-10","6.71",,,"0.00","0.0",,"50","58","43","   10","   20","14.1","17.0",,,,,,,,,,,,,,,,
