"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-15","4.70",,,"0.00","0.0",,"70","85","63","  300","  350","15.0","19.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-16","3.58",,,"0.00","0.0",,"75","88","62","  180","  210","8.9","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-17","6.93",,,"0.00","0.0",,"76","88","64","  160","  160","18.1","21.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-18","6.71",,,"0.00","0.0",,"78","90","71","  220","  200","15.0","21.0",,,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-19","6.26",,,"0.00","0.0",,"81","93","71","  240","  240","17.0","23.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-20","5.59",,,"0.50","0.0",,"80","93","70","  320","  320","25.1","33.1","    1",,"    1",,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-21","6.04",,,"0.00","0.0",,"78","90","68","  300","  280","16.1","21.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-22","4.92",,,"0.00","0.0",,"77","85","65","  330","  320","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-23","7.16",,,"0.00","0.0",,"74","82","68","   40","   30","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-24","9.84",,,"1.36","0.0",,"63","68","56","   20","   30","21.9","27.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-25","5.14",,,"0.00","0.0",,"60","68","57","   30","  290","12.1","21.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-26","4.92",,,"0.00","0.0",,"66","81","53","  220","  230","13.0","15.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-27","6.04",,,"0.02","0.0",,"67","73","61","  180","  200","12.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-28","4.03",,,"0.00","0.0",,"72","84","62","   10",,"15.0",,"    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-29","10.74",,,"0.00","0.0",,"69","78","58","   30","   20","23.0","29.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-30","4.92",,,"0.00","0.0",,"68","83","53","   30","   10","12.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-07-31","3.58",," 1907","0.00","0.0",,"71","88","55","  180","  180","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-01","3.13",,,"0.00","0.0",,"76","89","62","  320","  310","12.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-02","4.70",,,"0.17","0.0",,"74","90","65","   50","   60","21.0","25.9","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-03","5.59",,,"0.00","0.0",,"72","86","65","  180","  150","16.1","21.9","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-04","9.17",,,"0.01","0.0",,"76","87","68","  290","  290","23.9","31.1","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-05","8.50",,,"1.52","0.0",,"74","82","64","  160","  160","19.9","23.9","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-06","7.83",,,"0.00","0.0",,"69","79","59","  310","  320","21.9","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-07","4.70",,,"0.03","0.0",,"65","71","58","  200","  210","13.0","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-08","5.59",,,"0.01","0.0",,"69","80","62","   10","   20","14.1","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-09","4.25",,,"0.00","0.0",,"71","86","53","  220","  260","12.1","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-10","4.92",,,"0.00","0.0",,"74","88","59","  190","  190","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-11","5.59",,,"0.11","0.0",,"73","85","61","  180","  200","14.1","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-12","7.16",,,"0.17","0.0",,"70","81","63","  180","  170","15.0","19.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-13","6.93",,,"0.00","0.0",,"75","85","67","  320","  320","16.1","19.9","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-14","2.24",,,"0.00","0.0",,"71","82","58","  260","  280","8.9","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-15","6.71",,,"0.08","0.0",,"72","79","67","  200","  220","14.1","17.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-16","6.04",,,"0.00","0.0",,"74","86","62","  330","  330","16.1","19.9","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-17","3.80",,,"0.00","0.0",,"70","82","56","  180","  170","12.1","15.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-18","8.28",,,"0.12","0.0",,"74","81","68","  170","  200","18.1","21.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-19","6.04",,,"0.00","0.0",,"79","89","69","  250","  260","16.1","19.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-20","7.16",,,"0.00","0.0",,"76","84","65","  290","  300","16.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-21","5.37",,,"0.00","0.0",,"73","87","60","  250","  250","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-22","11.18",,,"0.39","0.0",,"78","91","69","  180","  180","23.0","30.0","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-23","7.61",,,"0.00","0.0",,"77","81","60","  330","  320","21.0","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-24","4.92",,,"0.00","0.0",,"67","80","54","  290","  300","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-25","5.82",,,"0.00","0.0",,"67","77","56","  340","  340","14.1","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-26","3.58",,,"0.00","0.0",,"63","76","50","  270","  280","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-27","4.47",,,"0.00","0.0",,"64","77","51","   10","  360","12.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-28","4.92",,,"0.00","0.0",,"64","78","51","   90","  100","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-29","6.49",,,"0.03","0.0",,"60","67","52","   30","   20","10.1","14.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-30","7.61",,,"0.02","0.0",,"65","77","57","   20","  360","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-08-31","7.83",,,"0.00","0.0",,"66","79","53","  310","  340","19.9","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-01","9.84",,,"0.00","0.0","0.0","60","70","47","  310","  320","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-02","3.36",,,"0.02","0.0","0.0","56","69","41","  170","  160","8.9","11.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-03","6.71",,,"0.90","0.0","0.0","57","62","52","   40","  290","13.0","16.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-04","10.51",,,"0.00","0.0","0.0","66","82","56","  190","  190","19.9","27.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-05","9.84",,,"0.13","0.0","0.0","74","87","64","  170","  160","21.0","25.1","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-06","5.82",,,"0.91","0.0","0.0","66","69","59","  340","  350","19.9","25.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-07","8.05",,,"0.13","0.0","0.0","65","75","55","  260","  270","21.0","25.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-08","6.04",,,"0.00","0.0","0.0","61","72","51","  310","  320","15.0","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-09","6.26",,,"0.00","0.0","0.0","60","71","47","  360","   10","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-10","7.61",,,"0.00","0.0","0.0","61","75","49","   30","   20","17.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-11","2.91",,,"0.00","0.0","0.0","62","79","47","   20","   20","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-12","3.80",,,"0.00","0.0","0.0","66","86","50","  250","  260","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-13","4.47",,,"0.00","0.0","0.0","67","83","50","  200","  200","12.1","15.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-14","5.59",,,"0.09","0.0","0.0","73","79","67","  200","  210","13.0","16.1","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-15","3.36",,,"0.00","0.0","0.0","73","84","64","  190","  190","15.0","17.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-16","2.01",,,"0.00","0.0","0.0","71","83","61","  200","  180","8.1","10.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-17","3.36",,,"0.00","0.0","0.0","71","84","62","  160","  170","13.0","16.1","    1","    1",,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-18","4.25",,,"0.00","0.0","0.0","69","76","63","  360","   40","8.9","12.1","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-19","12.97",,,"0.01","0.0","0.0","69","75","66","   30","   10","19.9","25.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-20","13.20",,,"0.00","0.0","0.0","72","78","69","   20","   20","23.0","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-21","11.86",,,"0.00","0.0","0.0","73","77","65","   20","   10","23.9","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-22","15.43",,,"0.00","0.0","0.0","69","78","62","   10","  350","25.9","40.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-23","7.38",,,"0.00","0.0","0.0","74","87","62","  360","  360","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-24","2.01",,,"0.00","0.0","0.0","73","92","60","   10","   30","8.1","11.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-25","4.25",,,"0.00","0.0","0.0","77","91","65","  170","  170","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-26","3.36",,,"0.00","0.0","0.0","74","89","65","  180","  170","12.1","13.0","    1","    1",,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-27","3.80",,,"0.00","0.0","0.0","74","89","64","  160","  160","14.1","16.1","    1","    1",,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-28","9.62",,,"0.00","0.0","0.0","73","78","53","   10","   10","21.9","28.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-29","4.47",,,"0.00","0.0","0.0","58","70","44","  250","  270","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-09-30","8.28",,,"0.06","0.0","0.0","52","58","48","   10","   10","18.1","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-01","3.58",,,"0.00","0.0","0.0","54","69","41","  280","   70","10.1","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-02","2.91",,,"0.00","0.0","0.0","54","72","38","   10","   10","12.1","14.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-03","5.14",,,"0.00","0.0","0.0","56","72","41","  190","  160","14.1","18.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-04","8.05",,,"0.00","0.0","0.0","60","79","46","  180","  190","15.0","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-05","7.61",,,"0.00","0.0","0.0","69","83","59","  230","  240","15.0","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-06","3.80",,,"0.00","0.0","0.0","66","78","52","   20","   20","14.1","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-07","6.71",,,"0.00","0.0","0.0","65","80","57","  180","  170","21.0","28.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-08","9.84",,,"0.45","0.0","0.0","72","78","69","  190","  180","19.9","25.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-09","10.51",,,"0.27","0.0","0.0","72","74","69","  180","  170","23.9","32.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-10","6.93",,,"0.00","0.0","0.0","71","78","55","  310","  310","17.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-11","7.38",,,"0.00","0.0","0.0","62","73","53","  360","   10","16.1","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-12","8.95",,,"0.17","0.0","0.0","57","64","40","   30","   40","19.9","23.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-13","5.59",,,"0.00","0.0","0.0","50","68","37","  160","  210","14.1","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-14","2.68",,,"0.00","0.0","0.0","62","75","57","   40","   30","8.1","11.0","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-15","10.29",,,"0.00","0.0","0.0","65","76","58","  200","  200","21.0","27.1","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-16","11.41",,,"0.02","0.0","0.0","59","66","41","  330","  310","19.9","28.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-17","6.26",,,"0.00","0.0","0.0","46","59","35","  170","  170","13.0","16.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-18","4.03",,,"0.00","0.0","0.0","54","73","39","  280","  260","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-19","7.83",,,"0.00","0.0","0.0","56","74","40","  210","  200","21.0","25.9","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-20","7.61",,,"0.00","0.0","0.0","61","72","47","  300","  290","18.1","23.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-21","2.46",,,"0.00","0.0","0.0","58","81","40","  280","  280","13.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-22","3.58",,,"0.00","0.0","0.0","57","76","43","  200","  180","8.9","12.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-23","5.37",,,"0.00","0.0","0.0","58","74","45","  170","  160","18.1","23.0","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-24","16.78",,,"3.40","0.0","0.0","69","75","64","  160","  170","33.1","42.9","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-25","4.25",,,"1.35","0.0","0.0","66","69","58","  260","  240","10.1","13.0","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-26","9.84",,,"0.37","0.0","0.0","56","58","48","  310","  320","19.9","25.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-27","6.71",,,"0.00","0.0","0.0","51","64","41","  250","  260","14.1","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-28","7.16",,,"0.00","0.0","0.0","52","69","37","  160","  170","21.9","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-29","9.62",,,"2.63","0.0","0.0","60","68","57","  130","  150","36.0","50.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-30","13.65",,,"0.11","0.0","0.0","58","68","47","  140","  150","36.9","47.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-10-31","8.05",,,"0.00","0.0","0.0","49","57","37","  270","  270","21.9","27.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-01","1.34",,,"0.02","0.0","0.0","38","46","30","  290","  350","8.1","8.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-02","6.26",,,"0.00","0.0","0.0","54","72","46","  170","  180","16.1","21.0","    1",,,,,,"    1",,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-03","9.62",,,"0.02","0.0","0.0","63","77","46","  340","  320","21.9","32.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-04","4.92",,,"0.00","0.0","0.0","48","57","38","   30","   10","16.1","19.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-05","4.47",,,"0.01","0.0","0.0","46","52","41","   20","   20","12.1","14.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-06","9.40",,,"0.04","0.0","0.0","58","66","45","  310","  320","21.9","29.1","    1","    1",,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-07","9.62",,,"0.09","0.0","0.0","45","48","35","   50","   60","18.1","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-08","6.49",,,"0.00","0.0","0.0","39","48","28","   10","   30","15.0","17.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-09","4.03",,,"0.00","0.0","0.0","36","51","24","  190","  190","12.1","16.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-10","16.11",,,"0.00","0.0","0.0","39","48","21","  290","  310","31.1","42.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-11","6.04",,,"0.00","0.0","0.0","26","38","19","  310","  300","17.0","21.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-12","2.24",,,"0.00","0.0","0.0","30","46","21","  150","  180","8.9","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-13","4.92",,,"0.01","0.0","0.0","35","42","29","   10","   10","10.1","13.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-14","6.71",,,"0.05","0.0","0.0","37","40","29","   10","   10","12.1","17.0","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-15","2.91",,,"0.00","0.0","0.0","36","47","24","  150","  180","8.9","11.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-16","5.59",,,"0.25","0.0","0.0","40","47","36","  310","  300","19.9","27.1","    1",,"    1",,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-17","12.08",,,"0.00","0.0","0.0","40","43","24","  310","  290","28.0","40.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-18","1.34",,,"0.08","0.0","0.0","30","39","21","   40","   40","8.9","10.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-19","13.20",,,"0.29","0.0","0.0","45","57","35","  280","  310","35.1","42.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-20","10.51",,,"0.00","0.0","0.0","38","44","31","  280","  290","25.1","33.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-21","11.18",,,"0.00","0.0","0.0","42","58","30","  190","  190","23.0","30.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-22","6.93",,,"0.16","0.0","0.0","44","47","34","  320","  320","21.9","31.1","    1",,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-23","4.47",,,"0.00","0.0","0.0","36","44","27","  310","  310","16.1","23.0",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-24","5.14",,,"0.00","0.0","0.0","35","50","24","  180","  190","15.0","18.1",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-25","7.16",,,"0.00","0.0","0.0","42","58","30","  180","  180","17.0","19.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-26","12.08",,,"0.00","0.0","0.0","44","49","32","  300","  320","30.0","38.9",,,,,,,,,,,,,,,,
"USW00014740","HARTFORD BRADLEY INTERNATIONAL AIRPORT, CT US","2017-11-27","11.41",,,"0.00","0.0","0.0","38","48","27","  300","  310","23.0","30.0",,,,,,,,,,,,,,,,
