STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,8/30/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,8/31/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/1/2016,,,,0.07,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/2/2016,,,,0.11,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/3/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/4/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/5/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/6/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/7/2016,,,,0.35,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/8/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/9/2016,,,,0.42,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/10/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/11/2016,,,,0.09,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/12/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/13/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/14/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/15/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/16/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/17/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/18/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/19/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/20/2016,,,,0.3,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/21/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/22/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/23/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/24/2016,,,,0.1,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/25/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/26/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/27/2016,,,,0.47,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/28/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/29/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,9/30/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/1/2016,,,,0.15,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/2/2016,,,,0.03,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/3/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/4/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/5/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/6/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/7/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/8/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/9/2016,,,,0.3,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/10/2016,,,,0.49,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/11/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/12/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/13/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/14/2016,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/15/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/16/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/17/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/18/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/19/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/20/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/21/2016,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/22/2016,,,,0.15,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/23/2016,,,,0.33,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/24/2016,,,,0.11,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/25/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/26/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/27/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/28/2016,,,,1.04,1.3,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/29/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/30/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,10/31/2016,,,,0.41,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/1/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/2/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/3/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/4/2016,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/5/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/6/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/7/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/8/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/9/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/10/2016,,,,0.04,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/11/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/12/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/13/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/14/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/15/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/16/2016,,,,1.14,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/17/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/18/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/19/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/20/2016,,,,0.71,0.9,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/21/2016,,,,0.05,0.3,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/22/2016,,,,0.05,0.5,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/23/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/24/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/25/2016,,,,0.09,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/26/2016,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/27/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/28/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/29/2016,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,11/30/2016,,,,1.11,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/1/2016,,,,0.71,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/2/2016,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/3/2016,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/4/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/5/2016,,,,0.11,0.8,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/6/2016,,,,0.04,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/7/2016,,,,0.48,1,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/8/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/9/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/10/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/11/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/12/2016,,,,0.51,0.7,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/13/2016,,,,0.12,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/14/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/15/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/16/2016,,,,0.03,0.1,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/17/2016,,,,0.24,3,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/18/2016,,,,0.71,3.8,2.8,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/19/2016,,,,0.18,,1.2,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/20/2016,,,,0,,0.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/21/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/22/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/23/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/24/2016,,,,0,0,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/25/2016,,,,0.69,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/26/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/27/2016,,,,0.07,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/28/2016,,,,0.03,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/29/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/30/2016,,,,0.53,0.5,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,12/31/2016,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/1/2017,,,,0.06,0.1,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/2/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/3/2017,,,,0.15,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/4/2017,,,,0.51,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/5/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/6/2017,,,,0.07,2,2,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/7/2017,,,,0.03,0.5,1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/8/2017,,,,0.43,5.5,6.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/9/2017,,,,0,0,4.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/10/2017,,,,0,,4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/11/2017,,,,0.26,,0.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/12/2017,,,,0.39,,0,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/13/2017,,,,0.07,,0,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/14/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/15/2017,,,,0.04,0.3,0.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/16/2017,,,,0,,0,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/17/2017,,,,0,,0,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/18/2017,,,,0.32,,0,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/19/2017,,,,0.02,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/20/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/21/2017,,,,0.01,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/22/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/23/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/24/2017,,,,1.29,2,2,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/25/2017,,,,0.36,,1.6,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/26/2017,,,,0,,1.1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/27/2017,,,,0.02,,0.4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/28/2017,,,,0,,0.2,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/29/2017,,,,0,,0.2,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/30/2017,,,,0,,0.2,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,1/31/2017,,,,0,,0.1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/1/2017,,,,0.24,3.9,4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/2/2017,,,,0,,3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/3/2017,,,,0,,1.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/4/2017,,,,0,,1.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/5/2017,,,,0,,1.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/6/2017,,,,0,,1.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/7/2017,,,,0,,1.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/8/2017,,,,0.24,,1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/9/2017,,,,0.2,1.8,2.1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/10/2017,,,,1.37,13.2,15.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/11/2017,,,,0.07,0.9,13.6,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/12/2017,,,,0,,11.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/13/2017,,,,0.62,3.6,14.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/14/2017,,,,0,,12.7,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/15/2017,,,,0,,11.9,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/16/2017,,,,0.05,0.4,11.4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/17/2017,,,,0,,11.1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/18/2017,,,,0,,11,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/19/2017,,,,0,,10.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/20/2017,,,,0,,8.4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/21/2017,,,,0,,7.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/22/2017,,,,0,,6.8,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/23/2017,,,,0,,5.9,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/24/2017,,,,0,,3.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/25/2017,,,,0,,0,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/26/2017,,,,0.41,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/27/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,2/28/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/1/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/2/2017,,,,0.08,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/3/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/4/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/5/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/6/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/7/2017,,,,0.03,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/8/2017,,,,0.14,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/9/2017,,,,0,,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/10/2017,,,,0.08,1.8,,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/11/2017,,,,0.26,2.8,3.9,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/12/2017,,,,0,,2.8,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/13/2017,,,,0,,1.7,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/14/2017,,,,0.35,3.8,4.1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/15/2017,,,,1.76,10.7,14.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/16/2017,,,,0,0,9.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/17/2017,,,,0,,8.8,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/18/2017,,,,0,,8.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/19/2017,,,,0.01,0,8.5,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/20/2017,,,,0,,8.4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/21/2017,,,,0,,8.1,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/22/2017,,,,0,,7.8,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/23/2017,,,,0,0,7.3,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/24/2017,,,,0,,6.9,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/25/2017,,,,0,,5.9,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/26/2017,,,,0.05,,5.4,,,,,,,
US1CTNH0026,"PROSPECT 1.5 NW, CT US",41.518844,-72.997393,245.1,3/27/2017,,,,0.06,,4.6,,,,,,,
